Class,Confidence,Bounding Box,Center 3D Coordinates,Corner 1 Coordinates,Corner 2 Coordinates,Corner 3 Coordinates,Corner 4 Coordinates
tube_rack_storage_cabinet,0.25419914722442627,"[449.0, 353.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[431.0, 387.0, 2097.0]","[1123.0, 399.0, 2164.0]",,"[120.0, 91.0, 232.0]"
dispensing_tube_rack,0.25246402621269226,"[133.0, 32.0, 367.0, 479.0]","[-0.0, 0.0, 0.0]","[-150.0, -164.0, 477.0]","[351.0, -1717.0, 4979.0]","[-87.0, 108.0, 276.0]","[49.0, 273.0, 697.0]"
blood_tube,0.4135398268699646,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[485.0, -572.0, 3645.0]","[853.0, -701.0, 4470.0]","[286.0, -153.0, 2149.0]","[404.0, -151.0, 2119.0]"
tube_rack_storage_cabinet,0.2825200855731964,"[451.0, 353.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[438.0, 387.0, 2097.0]","[1038.0, 369.0, 2001.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.41961267590522766,"[405.0, 146.0, 440.0, 198.0]","[347.0, -246.0, 2156.0]","[491.0, -579.0, 3689.0]","[998.0, -821.0, 5234.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
tube_rack_storage_cabinet,0.2712218165397644,"[453.0, 350.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[445.0, 376.0, 2097.0]","[1059.0, 366.0, 2041.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.43812254071235657,"[405.0, 146.0, 440.0, 198.0]","[340.0, -241.0, 2112.0]","[494.0, -582.0, 3712.0]","[942.0, -775.0, 4939.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
tube_rack_storage_cabinet,0.2947591543197632,"[460.0, 365.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[468.0, 427.0, 2090.0]","[1031.0, 406.0, 1988.0]",,"[120.0, 91.0, 231.0]"
dispensing_tube_rack,0.2543203830718994,"[122.0, 27.0, 364.0, 479.0]","[-59.0, 9.0, 437.0]","[-153.0, -162.0, 459.0]","[349.0, -1880.0, 5325.0]","[-94.0, 110.0, 281.0]","[46.0, 272.0, 695.0]"
blood_tube,0.37640753388404846,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[460.0, -543.0, 3460.0]","[1006.9999999999999, -828.0, 5279.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.45254042744636536,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[458.0, -540.0, 3440.0]","[840.0, -691.0, 4406.0]","[285.0, -152.0, 2141.0]","[404.0, -151.0, 2119.0]"
tube_rack_storage_cabinet,0.26612550020217896,"[449.0, 348.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[431.0, 369.0, 2097.0]","[1081.0, 367.0, 2083.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.4628751277923584,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[497.0, -586.0, 3734.0]","[1025.0, -843.0, 5372.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.4274996221065521,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[474.0, -559.0, 3561.0]","[973.0, -800.0, 5103.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
tube_rack_storage_cabinet,0.2726227939128876,"[454.0, 358.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[447.0, 403.0, 2090.0]","[1119.0, 415.0, 2156.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.40540897846221924,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[485.0, -572.0, 3645.0]","[927.0, -762.0, 4860.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
tube_rack_storage_cabinet,0.25777801871299744,"[454.0, 343.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[439.0, 345.0, 2055.0]","[1063.0, 344.0, 2048.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.4409095346927643,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[497.0, -586.0, 3734.0]","[990.0, -814.0, 5190.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
10ML_centrifuge_tube,0.31501269340515137,"[239.0, 236.0, 367.0, 273.0]","[-14.0, 9.0, 403.0]","[-62.0, -4.0, 443.0]","[170.0, -20.0, 2411.0]","[-43.0, 16.0, 308.0]","[123.0, 91.0, 1740.0]"
blood_tube,0.41537606716156006,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[497.0, -586.0, 3734.0]","[899.0, -739.0, 4711.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
10ML_centrifuge_tube,0.3305959105491638,"[243.0, 236.0, 367.0, 272.0]","[-13.0, 9.0, 404.0]","[-59.0, -4.0, 441.0]","[174.0, -21.0, 2469.0]","[-41.0, 16.0, 305.0]","[123.0, 88.0, 1740.0]"
blood_tube,0.4486446976661682,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[482.0, -568.0, 3624.0]","[872.0, -717.0, 4570.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
10ML_centrifuge_tube,0.33428120613098145,"[250.0, 236.0, 367.0, 274.0]","[-11.0, 9.0, 405.0]","[-54.0, -4.0, 437.0]","[171.0, -21.0, 2430.0]","[-36.0, 16.0, 298.0]","[123.0, 94.0, 1745.0]"
blood_tube,0.3694150447845459,"[405.0, 146.0, 440.0, 199.0]","[342.0, -242.0, 2126.0]","[476.0, -562.0, 3581.0]","[899.0, -739.0, 4711.0]","[285.0, -149.0, 2141.0]","[403.0, -147.0, 2112.0]"
10ML_centrifuge_tube,0.27152785658836365,"[246.0, 236.0, 367.0, 274.0]","[-12.0, 9.0, 405.0]","[-57.0, -4.0, 440.0]","[170.0, -21.0, 2421.0]","[-39.0, 16.0, 300.0]","[121.0, 93.0, 1725.0]"
blood_tube,0.38723787665367126,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[491.0, -579.0, 3689.0]","[927.0, -762.0, 4860.0]","[285.0, -152.0, 2141.0]","[404.0, -151.0, 2119.0]"
10ML_centrifuge_tube,0.25623375177383423,"[240.0, 236.0, 367.0, 273.0]","[-14.0, 9.0, 404.0]","[-61.0, -4.0, 442.0]","[175.0, -21.0, 2479.0]","[-43.0, 16.0, 307.0]","[123.0, 91.0, 1740.0]"
blood_tube,0.4181988835334778,"[405.0, 146.0, 440.0, 198.0]","[345.0, -244.0, 2141.0]","[485.0, -572.0, 3645.0]","[958.0, -787.0, 5020.0]","[289.0, -154.0, 2172.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.2593589425086975,"[131.0, 29.0, 367.0, 477.0]","[-0.0, 0.0, 0.0]","[-150.0, -165.0, 472.0]","[356.0, -1770.0, 5061.0]","[-88.0, 108.0, 277.0]","[49.0, 270.0, 694.0]"
tube_rack_storage_cabinet,0.25687676668167114,"[449.0, 354.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[436.0, 394.0, 2119.0]","[1092.0, 391.0, 2104.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.4165157079696655,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[485.0, -572.0, 3645.0]","[950.0, -781.0, 4979.0]","[288.0, -154.0, 2164.0]","[403.0, -150.0, 2112.0]"
tube_rack_storage_cabinet,0.25124165415763855,"[454.0, 366.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[441.0, 424.0, 2062.0]","[1081.0, 429.0, 2083.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.3878522217273712,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[482.0, -568.0, 3624.0]","[935.0, -768.0, 4899.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
10ML_centrifuge_tube,0.2506937086582184,"[231.0, 236.0, 367.0, 273.0]","[-17.0, 9.0, 402.0]","[-68.0, -4.0, 442.0]","[170.0, -21.0, 2421.0]","[-48.0, 16.0, 309.0]","[122.0, 91.0, 1735.0]"
blood_tube,0.43587663769721985,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[529.0, -624.0, 3977.0]","[942.0, -775.0, 4939.0]","[288.0, -154.0, 2164.0]","[401.0, -150.0, 2104.0]"
tube_rack_storage_cabinet,0.25436994433403015,"[454.0, 361.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[445.0, 412.0, 2083.0]","[1084.0, 413.0, 2090.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.44577810168266296,"[405.0, 146.0, 440.0, 198.0]","[345.0, -244.0, 2141.0]","[526.0, -620.0, 3951.0]","[878.0, -722.0, 4605.0]","[288.0, -154.0, 2164.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.3520614802837372,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[491.0, -579.0, 3689.0]","[942.0, -775.0, 4939.0]","[288.0, -154.0, 2164.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.4211679697036743,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[491.0, -579.0, 3689.0]","[990.0, -814.0, 5190.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.32229888439178467,"[405.0, 146.0, 440.0, 199.0]","[342.0, -242.0, 2126.0]","[488.0, -575.0, 3667.0]","[1043.0, -858.0, 5468.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
dispensing_tube_rack,0.2604927718639374,"[133.0, 32.0, 366.0, 478.0]","[-0.0, 0.0, 0.0]","[-150.0, -164.0, 477.0]","[342.0, -1717.0, 4979.0]","[-87.0, 108.0, 276.0]","[48.0, 271.0, 694.0]"
blood_tube,0.43472352623939514,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[476.0, -562.0, 3581.0]","[965.0, -794.0, 5061.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.35212671756744385,"[405.0, 146.0, 441.0, 198.0]","[351.0, -246.0, 2156.0]","[491.0, -579.0, 3689.0]","[873.0, -711.0, 4536.0]","[284.0, -152.0, 2134.0]","[405.0, -150.0, 2104.0]"
blood_tube,0.40888580679893494,"[405.0, 146.0, 440.0, 199.0]","[342.0, -242.0, 2126.0]","[558.0, -658.0, 4195.0]","[990.0, -814.0, 5190.0]","[287.0, -150.0, 2156.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.41121986508369446,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[482.0, -568.0, 3624.0]","[872.0, -717.0, 4570.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
10ML_centrifuge_tube,0.3082044720649719,"[240.0, 235.0, 367.0, 273.0]","[-14.0, 9.0, 404.0]","[-61.0, -4.0, 441.0]","[178.0, -26.0, 2531.0]","[-43.0, 16.0, 307.0]","[122.0, 91.0, 1735.0]"
blood_tube,0.4121394157409668,"[405.0, 146.0, 440.0, 199.0]","[344.0, -243.0, 2134.0]","[468.0, -552.0, 3520.0]","[927.0, -762.0, 4860.0]","[286.0, -149.0, 2149.0]","[400.0, -146.0, 2097.0]"
tube_rack_storage_cabinet,0.2586314380168915,"[452.0, 364.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[445.0, 428.0, 2112.0]","[1123.0, 438.0, 2164.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.4677192270755768,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[529.0, -624.0, 3977.0]","[990.0, -814.0, 5190.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.26472702622413635,"[132.0, 42.0, 366.0, 479.0]","[-39.0, 10.0, 312.0]","[-153.0, -158.0, 482.0]","[379.0, -1811.0, 5517.0]","[-87.0, 108.0, 276.0]","[48.0, 272.0, 695.0]"
blood_tube,0.4501962661743164,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[476.0, -562.0, 3581.0]","[859.0, -706.0, 4503.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
10ML_centrifuge_tube,0.41663140058517456,"[228.0, 235.0, 366.0, 273.0]","[-18.0, 9.0, 403.0]","[-71.0, -5.0, 447.0]","[170.0, -25.0, 2469.0]","[-49.0, 16.0, 307.0]","[120.0, 91.0, 1740.0]"
dispensing_tube_rack,0.29155394434928894,"[126.0, 35.0, 365.0, 478.0]","[-0.0, 0.0, 0.0]","[-153.0, -159.0, 469.0]","[324.0, -1639.0, 4822.0]","[-91.0, 109.0, 279.0]","[47.0, 272.0, 696.0]"
blood_tube,0.40136557817459106,"[405.0, 146.0, 440.0, 199.0]","[341.0, -242.0, 2119.0]","[474.0, -559.0, 3561.0]",,"[288.0, -150.0, 2164.0]","[401.0, -146.0, 2104.0]"
10ML_centrifuge_tube,0.27569830417633057,"[228.0, 236.0, 366.0, 274.0]","[-18.0, 9.0, 403.0]","[-70.0, -4.0, 443.0]","[169.0, -21.0, 2459.0]","[-49.0, 17.0, 308.0]","[119.0, 94.0, 1735.0]"
tube_rack_storage_cabinet,0.250467985868454,"[453.0, 363.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[450.0, 426.0, 2119.0]","[1063.0, 411.0, 2048.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.43079379200935364,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]",,"[865.0, -711.0, 4536.0]","[288.0, -154.0, 2164.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.2726983428001404,"[126.0, 34.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-154.0, -160.0, 470.0]","[345.0, -1757.0, 5146.0]","[-91.0, 109.0, 279.0]","[47.0, 272.0, 694.0]"
tube_rack_storage_cabinet,0.27265191078186035,"[459.0, 369.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[461.0, 438.0, 2076.0]","[1063.0, 432.0, 2048.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.4205015003681183,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[479.0, -565.0, 3602.0]","[899.0, -739.0, 4711.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
10ML_centrifuge_tube,0.4031110405921936,"[245.0, 235.0, 366.0, 273.0]","[-13.0, 9.0, 404.0]","[-57.0, -4.0, 436.0]","[173.0, -26.0, 2520.0]","[-39.0, 16.0, 302.0]","[120.0, 91.0, 1740.0]"
blood_tube,0.4701768755912781,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[509.0, -600.0, 3828.0]","[885.0, -728.0, 4639.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
10ML_centrifuge_tube,0.4159901738166809,"[229.0, 235.0, 366.0, 273.0]","[-18.0, 9.0, 402.0]","[-70.0, -5.0, 444.0]","[172.0, -25.0, 2500.0]","[-48.0, 16.0, 308.0]","[121.0, 92.0, 1755.0]"
dispensing_tube_rack,0.2587330937385559,"[125.0, 40.0, 365.0, 479.0]","[-40.0, 9.0, 309.0]","[-155.0, -156.0, 471.0]","[316.0, -1562.0, 4711.0]","[-92.0, 109.0, 279.0]","[46.0, 271.0, 691.0]"
blood_tube,0.44903212785720825,"[405.0, 146.0, 440.0, 199.0]","[342.0, -242.0, 2126.0]","[448.0, -528.0, 3365.0]","[892.0, -733.0, 4675.0]","[287.0, -150.0, 2156.0]","[403.0, -147.0, 2112.0]"
10ML_centrifuge_tube,0.4296238124370575,"[246.0, 235.0, 366.0, 274.0]","[-12.0, 9.0, 404.0]","[-56.0, -4.0, 436.0]","[168.0, -25.0, 2440.0]","[-39.0, 16.0, 300.0]","[119.0, 94.0, 1730.0]"
blood_tube,0.42062142491340637,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[488.0, -575.0, 3667.0]","[872.0, -717.0, 4570.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
dispensing_tube_rack,0.2961834669113159,"[132.0, 36.0, 364.0, 479.0]","[-0.0, 0.0, 0.0]","[-151.0, -161.0, 475.0]","[340.0, -1755.0, 5190.0]","[-87.0, 108.0, 276.0]","[45.0, 272.0, 693.0]"
10ML_centrifuge_tube,0.2848755121231079,"[238.0, 235.0, 366.0, 273.0]","[-15.0, 9.0, 403.0]","[-62.0, -4.0, 438.0]","[176.0, -26.0, 2552.0]","[-44.0, 16.0, 308.0]","[119.0, 91.0, 1735.0]"
10ML_centrifuge_tube,0.40186041593551636,"[253.0, 235.0, 366.0, 274.0]","[-10.0, 9.0, 405.0]","[-51.0, -4.0, 435.0]","[165.0, -24.0, 2392.0]","[-35.0, 16.0, 297.0]","[120.0, 94.0, 1745.0]"
blood_tube,0.33923760056495667,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[519.0, -612.0, 3901.0]","[1025.0, -843.0, 5372.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.26516756415367126,"[130.0, 35.0, 364.0, 479.0]","[-0.0, 0.0, 0.0]","[-152.0, -162.0, 476.0]","[316.0, -1639.0, 4822.0]","[-89.0, 109.0, 277.0]","[45.0, 272.0, 694.0]"
blood_tube,0.36011776328086853,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[474.0, -559.0, 3561.0]","[892.0, -733.0, 4675.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
dispensing_tube_rack,0.2649548649787903,"[115.0, 35.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-159.0, -157.0, 462.0]","[357.0, -1809.0, 5325.0]","[-97.0, 110.0, 281.0]","[47.0, 272.0, 694.0]"
blood_tube,0.45723116397857666,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[522.0, -616.0, 3926.0]","[853.0, -701.0, 4470.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
tube_rack_storage_cabinet,0.26375502347946167,"[456.0, 359.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[449.0, 402.0, 2069.0]","[1092.0, 409.0, 2104.0]",,"[120.0, 91.0, 231.0]"
10ML_centrifuge_tube,0.26120638847351074,"[236.0, 235.0, 367.0, 273.0]","[-15.0, 9.0, 403.0]","[-64.0, -4.0, 443.0]","[178.0, -26.0, 2531.0]","[-45.0, 16.0, 310.0]","[123.0, 91.0, 1740.0]"
blood_tube,0.417440801858902,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[485.0, -572.0, 3645.0]","[942.0, -775.0, 4939.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
10ML_centrifuge_tube,0.29052066802978516,"[240.0, 235.0, 367.0, 274.0]","[-14.0, 9.0, 403.0]","[-61.0, -4.0, 442.0]","[170.0, -25.0, 2421.0]","[-43.0, 17.0, 308.0]","[121.0, 93.0, 1725.0]"
blood_tube,0.36157935857772827,"[405.0, 146.0, 440.0, 199.0]","[342.0, -242.0, 2126.0]","[474.0, -559.0, 3561.0]","[942.0, -775.0, 4939.0]","[286.0, -149.0, 2149.0]","[400.0, -146.0, 2097.0]"
10ML_centrifuge_tube,0.33591386675834656,"[233.0, 235.0, 367.0, 273.0]","[-16.0, 9.0, 404.0]","[-66.0, -4.0, 440.0]","[177.0, -25.0, 2510.0]","[-46.0, 16.0, 309.0]","[122.0, 91.0, 1730.0]"
10ML_centrifuge_tube,0.4664689302444458,"[225.0, 234.0, 366.0, 272.0]","[-19.0, 8.0, 402.0]","[-72.0, -5.0, 438.0]","[179.0, -31.0, 2606.0]","[-50.0, 16.0, 305.0]","[120.0, 89.0, 1745.0]"
blood_tube,0.42324894666671753,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[509.0, -600.0, 3828.0]","[973.0, -800.0, 5103.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.28499168157577515,"[132.0, 33.0, 364.0, 479.0]","[-0.0, 0.0, 0.0]","[-152.0, -165.0, 481.0]","[337.0, -1766.0, 5146.0]","[-87.0, 108.0, 276.0]","[46.0, 272.0, 695.0]"
blood_tube,0.3521086871623993,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[488.0, -575.0, 3667.0]","[973.0, -800.0, 5103.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
dispensing_tube_rack,0.29077059030532837,"[133.0, 32.0, 364.0, 479.0]","[-0.0, 0.0, 0.0]","[-153.0, -167.0, 484.0]","[331.0, -1745.0, 5061.0]","[-87.0, 108.0, 276.0]","[46.0, 273.0, 697.0]"
10ML_centrifuge_tube,0.252036452293396,"[221.0, 234.0, 366.0, 272.0]","[-21.0, 8.0, 402.0]",,"[180.0, -31.0, 2617.0]","[-51.0, 15.0, 302.0]","[120.0, 89.0, 1750.0]"
tube_rack_storage_cabinet,0.2510068118572235,"[451.0, 357.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[437.0, 399.0, 2090.0]","[1081.0, 398.0, 2083.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.35674557089805603,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[460.0, -543.0, 3460.0]","[965.0, -794.0, 5061.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.3888353705406189,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[485.0, -572.0, 3645.0]","[892.0, -733.0, 4675.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.4284169673919678,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[506.0, -597.0, 3804.0]","[872.0, -717.0, 4570.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
10ML_sorting_tube_rack,0.2782977819442749,"[139.0, 28.0, 358.0, 256.0]","[-61.0, -80.0, 489.0]","[-156.0, -179.0, 510.0]","[299.0, -1887.0, 5372.0]","[-84.0, 7.0, 275.0]","[102.0, 45.0, 1828.0]"
blood_tube,0.39057865738868713,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[488.0, -575.0, 3667.0]","[982.0, -807.0, 5146.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
10ML_centrifuge_tube,0.37410950660705566,"[224.0, 228.0, 358.0, 267.0]","[-22.0, 4.0, 407.0]","[-73.0, -10.0, 443.0]","[153.0, -60.0, 2746.0]","[-50.0, 13.0, 301.0]","[99.0, 76.0, 1785.0]"
blood_tube,0.2950499653816223,"[14.0, 401.0, 52.0, 437.0]","[-0.0, 0.0, 0.0]",,,"[-259.0, 164.0, 507.0]",
blood_tube,0.44264450669288635,"[405.0, 147.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[463.0, -540.0, 3480.0]","[892.0, -726.0, 4675.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
10ML_centrifuge_tube,0.44263342022895813,"[228.0, 227.0, 357.0, 268.0]","[-22.0, 4.0, 412.0]","[-71.0, -10.0, 449.0]","[152.0, -66.0, 2809.0]","[-48.0, 13.0, 305.0]","[96.0, 79.0, 1785.0]"
10ML_sorting_tube_rack,0.29515430331230164,"[0.0, 381.0, 281.0, 480.0]","[-86.0, 88.0, 284.0]","[-299.0, 129.0, 560.0]","[-23.0, 75.0, 325.0]","[-265.0, 194.0, 495.0]","[-45.0, 245.0, 626.0]"
10ML_sorting_tube_rack,0.6621814966201782,"[1.0, 390.0, 206.0, 479.0]","[-0.0, 0.0, 0.0]","[-304.0, 140.0, 571.0]","[-58.0, 73.0, 296.0]","[-263.0, 193.0, 493.0]","[-60.0, 120.0, 306.0]"
blood_tube,0.40391653776168823,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[466.0, -543.0, 3499.0]","[878.0, -715.0, 4605.0]","[285.0, -149.0, 2141.0]","[401.0, -146.0, 2104.0]"
blood_tube,0.2814503312110901,"[13.0, 397.0, 51.0, 432.0]","[-0.0, 0.0, 0.0]","[-292.0, 146.0, 569.0]",,"[-266.0, 163.0, 518.0]",
dispensing_tube_rack,0.2598930597305298,"[155.0, 76.0, 354.0, 480.0]","[-38.0, 20.0, 332.0]","[-153.0, -149.0, 548.0]","[252.0, -1401.0, 5146.0]","[-88.0, 124.0, 316.0]","[34.0, 273.0, 696.0]"
tube_rack_storage_cabinet,0.2515813410282135,"[451.0, 354.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[438.0, 390.0, 2097.0]","[1084.0, 389.0, 2090.0]",,"[120.0, 91.0, 231.0]"
sorting_tube_rack_base,0.4712621569633484,"[97.0, 34.0, 177.0, 160.0]","[-165.0, -127.0, 533.0]","[-193.0, -176.0, 514.0]","[-795.0, -1118.0, 3275.0]","[-106.0, -38.0, 284.0]","[-130.0, -71.0, 534.0]"
blood_tube,0.44101884961128235,"[405.0, 147.0, 440.0, 199.0]","[342.0, -239.0, 2126.0]","[503.0, -587.0, 3780.0]","[872.0, -709.0, 4570.0]","[285.0, -149.0, 2141.0]","[401.0, -146.0, 2104.0]"
tube_rack_storage_cabinet,0.4179234504699707,"[1.0, 162.0, 100.0, 480.0]","[-0.0, 0.0, 0.0]","[-144.0, -35.0, 270.0]","[-105.0, -37.0, 285.0]","[-263.0, 193.0, 493.0]","[-189.0, 200.0, 510.0]"
tube_rack_storage_cabinet,0.2872922718524933,"[460.0, 354.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[463.0, 385.0, 2069.0]","[1092.0, 391.0, 2104.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.4807136058807373,"[405.0, 147.0, 440.0, 199.0]","[346.0, -241.0, 2149.0]","[450.0, -525.0, 3383.0]","[865.0, -704.0, 4536.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
tube_rack_storage_cabinet,0.35918566584587097,"[1.0, 177.0, 97.0, 480.0]","[-0.0, 0.0, 0.0]","[-135.0, -27.0, 254.0]","[-106.0, -30.0, 282.0]","[-263.0, 194.0, 494.0]","[-192.0, 201.0, 512.0]"
tube_rack_storage_cabinet,0.3260127902030945,"[462.0, 369.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[456.0, 423.0, 2008.0]","[1077.0, 438.0, 2076.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.44439876079559326,"[405.0, 147.0, 440.0, 199.0]","[345.0, -241.0, 2141.0]","[471.0, -549.0, 3540.0]","[1113.0, -905.0, 5832.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
tube_rack_storage_cabinet,0.34479066729545593,"[463.0, 363.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[452.0, 397.0, 1976.0]","[1066.0, 413.0, 2055.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.42355138063430786,"[405.0, 147.0, 440.0, 199.0]","[341.0, -238.0, 2119.0]","[455.0, -531.0, 3421.0]","[784.0, -638.0, 4110.0]","[285.0, -149.0, 2141.0]","[401.0, -146.0, 2104.0]"
